,Unnamed: 0,horse_id,name,genotype,bloodline,breed_type,color,super_coat,mother,father,horse_type,birthday,starting_class_level,class_level,max_class_level,address
1423,2062,442541,12 Dollar Horse,Z51,Buterin,elite,Space Sparkle,False,187874.0,112072.0,Colt,2022-07-11T19:08:17,59.0,59.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1424,3047,442541,12 Dollar Horse,Z51,Buterin,elite,Space Sparkle,False,187874.0,112072.0,Colt,2022-07-11T19:08:17,59.0,59.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1425,3760,442541,12 Dollar Horse,Z51,Buterin,elite,Space Sparkle,False,187874.0,112072.0,Colt,2022-07-11T19:08:17,59.0,59.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1426,500,140201,Gallop of Shame,Z18,Finney,exclusive,Pale Violet,False,115246.0,39679.0,Colt,2021-10-30T20:36:59,100.0,100.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1427,1890,140201,Gallop of Shame,Z18,Finney,exclusive,Pale Violet,False,115246.0,39679.0,Colt,2021-10-30T20:36:59,100.0,100.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1428,2811,140201,Gallop of Shame,Z18,Finney,exclusive,Pale Violet,False,115246.0,39679.0,Colt,2021-10-30T20:36:59,100.0,100.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1429,501,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1430,940,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1431,1336,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1432,1612,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1433,1965,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1434,3447,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1435,7116,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1436,9035,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1437,9159,441676,Madam Ball Breaker,Z100,Buterin,cross,Caribbean Green,False,178981.0,420308.0,Filly,2022-07-11T03:45:15,103.0,112.0,200.0,0x2dbf680b386fa235864a14b81a3cbb03f336d424
1438,502,3398,Black Bobbin,Z7,Finney,genesis,Ghost White,False,,,Mare,2019-04-28T09:26:36,289.0,289.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1439,1892,3398,Black Bobbin,Z7,Finney,genesis,Ghost White,False,,,Mare,2019-04-28T09:26:36,289.0,289.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1440,2172,3398,Black Bobbin,Z7,Finney,genesis,Ghost White,False,,,Mare,2019-04-28T09:26:36,289.0,289.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1441,503,418779,RoseMAMA,Z10,Szabo,exclusive,Hairy Canary,False,163078.0,149991.0,Filly,2022-05-30T05:03:29,318.0,329.0,400.0,0x4ad1a16c1558fcc585717098a09b3ec183aa1773
1442,1954,418779,RoseMAMA,Z10,Szabo,exclusive,Hairy Canary,False,163078.0,149991.0,Filly,2022-05-30T05:03:29,318.0,329.0,400.0,0x4ad1a16c1558fcc585717098a09b3ec183aa1773
1443,2936,418779,RoseMAMA,Z10,Szabo,exclusive,Hairy Canary,False,163078.0,149991.0,Filly,2022-05-30T05:03:29,318.0,329.0,400.0,0x4ad1a16c1558fcc585717098a09b3ec183aa1773
1444,3409,418779,RoseMAMA,Z10,Szabo,exclusive,Hairy Canary,False,163078.0,149991.0,Filly,2022-05-30T05:03:29,318.0,329.0,400.0,0x4ad1a16c1558fcc585717098a09b3ec183aa1773
1445,504,75034,Hummer,Z38,Buterin,elite,Oval Orchid,False,31082.0,15470.0,Colt,2021-08-11T12:01:24,23.0,23.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1446,1895,75034,Hummer,Z38,Buterin,elite,Oval Orchid,False,31082.0,15470.0,Colt,2021-08-11T12:01:24,23.0,23.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1447,2268,75034,Hummer,Z38,Buterin,elite,Oval Orchid,False,31082.0,15470.0,Colt,2021-08-11T12:01:24,23.0,23.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1448,505,158755,Phallus On Fire,Z2,Nakamoto,legendary,Azure,False,127.0,24903.0,Stallion,2021-12-02T19:27:43,500.0,500.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1449,1897,158755,Phallus On Fire,Z2,Nakamoto,legendary,Azure,False,127.0,24903.0,Stallion,2021-12-02T19:27:43,500.0,500.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1450,2902,158755,Phallus On Fire,Z2,Nakamoto,legendary,Azure,False,127.0,24903.0,Stallion,2021-12-02T19:27:43,500.0,500.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1451,506,80693,Danish Legend,Z18,Buterin,legendary,Golden Rod,False,10176.0,3787.0,Stallion,2021-08-20T08:56:50,157.0,157.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1452,2357,80693,Danish Legend,Z18,Buterin,legendary,Golden Rod,False,10176.0,3787.0,Stallion,2021-08-20T08:56:50,157.0,157.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1453,508,185192,Lil Sweet Paisa,Z7,Szabo,legendary,Taupe,False,13452.0,13539.0,Mare,2022-01-11T19:33:56,391.0,391.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1454,1284,185192,Lil Sweet Paisa,Z7,Szabo,legendary,Taupe,False,13452.0,13539.0,Mare,2022-01-11T19:33:56,391.0,391.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1455,2273,185192,Lil Sweet Paisa,Z7,Szabo,legendary,Taupe,False,13452.0,13539.0,Mare,2022-01-11T19:33:56,391.0,391.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1456,2954,185192,Lil Sweet Paisa,Z7,Szabo,legendary,Taupe,False,13452.0,13539.0,Mare,2022-01-11T19:33:56,391.0,391.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1457,509,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1458,921,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1459,2120,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1460,2908,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1461,3664,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1462,3867,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1463,4735,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1464,4886,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1465,5797,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1466,5800,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1467,6135,351612,Duma,Z4,Nakamoto,exclusive,Azure,True,111714.0,89837.0,Mare,2022-03-11T23:08:10,307.0,308.0,400.0,0x74b247634e20fb88a99d74faac34fd96b5ca1978
1468,510,438501,Stylish Billionaire,Z4,Nakamoto,exclusive,Dark Lava,False,407179.0,405496.0,Mare,2022-07-05T17:42:41,469.0,469.0,500.0,0xc59a8ec5ec71aca6e390a455fd4b3534b4407afc
1469,1098,438501,Stylish Billionaire,Z4,Nakamoto,exclusive,Dark Lava,False,407179.0,405496.0,Mare,2022-07-05T17:42:41,469.0,469.0,500.0,0xc59a8ec5ec71aca6e390a455fd4b3534b4407afc
1470,2201,438501,Stylish Billionaire,Z4,Nakamoto,exclusive,Dark Lava,False,407179.0,405496.0,Mare,2022-07-05T17:42:41,469.0,469.0,500.0,0xc59a8ec5ec71aca6e390a455fd4b3534b4407afc
1471,2502,438501,Stylish Billionaire,Z4,Nakamoto,exclusive,Dark Lava,False,407179.0,405496.0,Mare,2022-07-05T17:42:41,469.0,469.0,500.0,0xc59a8ec5ec71aca6e390a455fd4b3534b4407afc
1472,3981,438501,Stylish Billionaire,Z4,Nakamoto,exclusive,Dark Lava,False,407179.0,405496.0,Mare,2022-07-05T17:42:41,469.0,469.0,500.0,0xc59a8ec5ec71aca6e390a455fd4b3534b4407afc
1473,513,60956,Jungle Cruise,Z18,Buterin,legendary,Bright Cerulean,False,22771.0,11881.0,Colt,2021-07-26T04:29:57,65.0,65.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1474,591,60956,Jungle Cruise,Z18,Buterin,legendary,Bright Cerulean,False,22771.0,11881.0,Colt,2021-07-26T04:29:57,65.0,65.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1475,1974,60956,Jungle Cruise,Z18,Buterin,legendary,Bright Cerulean,False,22771.0,11881.0,Colt,2021-07-26T04:29:57,65.0,65.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1476,2489,60956,Jungle Cruise,Z18,Buterin,legendary,Bright Cerulean,False,22771.0,11881.0,Colt,2021-07-26T04:29:57,65.0,65.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1477,514,104445,Brioche en Chocolat,Z8,Szabo,legendary,Black Chocolate,False,1998.0,1925.0,Stallion,2021-09-16T02:16:56,491.0,491.0,500.0,0x5c36b71082ed64a6533b5dddcc387b5254e09a19
1478,524,104445,Brioche en Chocolat,Z8,Szabo,legendary,Black Chocolate,False,1998.0,1925.0,Stallion,2021-09-16T02:16:56,491.0,491.0,500.0,0x5c36b71082ed64a6533b5dddcc387b5254e09a19
1479,515,390377,Double Overtime,Z26,Buterin,exclusive,Fuzzy Wuzzy,False,136230.0,188595.0,Stallion,2022-04-11T20:00:46,248.0,248.0,400.0,0x55edcae6f8d24ccd99415c1b441f334c5b3df2fd
1480,872,390377,Double Overtime,Z26,Buterin,exclusive,Fuzzy Wuzzy,False,136230.0,188595.0,Stallion,2022-04-11T20:00:46,248.0,248.0,400.0,0x55edcae6f8d24ccd99415c1b441f334c5b3df2fd
1481,517,153480,Margin Called,Z31,Buterin,elite,Feldgrau,False,89108.0,137643.0,Mare,2021-11-24T14:20:29,62.0,62.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1482,5254,153480,Margin Called,Z31,Buterin,elite,Feldgrau,False,89108.0,137643.0,Mare,2021-11-24T14:20:29,62.0,62.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1483,518,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1484,1915,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1485,2326,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1486,2852,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1487,5767,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1488,6757,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1489,7157,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1490,9389,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1491,9807,386789,The Exacta,Z13,Finney,legendary,Shadow Fighter,False,15016.0,2527.0,Filly,2022-04-07T01:54:28,261.0,261.0,500.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1492,519,102539,Kicking Bird,Z15,Szabo,elite,Colombo Spice,False,47909.0,1973.0,Mare,2021-09-13T19:19:34,253.0,253.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1493,520,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1494,1122,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1495,2211,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1496,2482,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1497,4461,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1498,5536,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1499,6482,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1500,6718,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1501,7889,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1502,8018,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1503,9333,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1504,9895,508431,Mahsa Amini,Z30,Buterin,cross,English Vermillion,False,470718.0,496748.0,Filly,2022-11-18T19:04:24,178.0,178.0,200.0,0xc9bf2185bf5f723b1aabfd57fd12843c0f59a150
1505,521,470683,She's Cosmic,Z38,Buterin,cross,Cosmic Cobalt,False,145097.0,418677.0,Mare,2022-08-21T11:39:20,267.0,267.0,300.0,0xdfd46f22584d63c4f5c7a1c03511dac79f49fb99
1506,1240,470683,She's Cosmic,Z38,Buterin,cross,Cosmic Cobalt,False,145097.0,418677.0,Mare,2022-08-21T11:39:20,267.0,267.0,300.0,0xdfd46f22584d63c4f5c7a1c03511dac79f49fb99
1507,2319,470683,She's Cosmic,Z38,Buterin,cross,Cosmic Cobalt,False,145097.0,418677.0,Mare,2022-08-21T11:39:20,267.0,267.0,300.0,0xdfd46f22584d63c4f5c7a1c03511dac79f49fb99
1508,2899,470683,She's Cosmic,Z38,Buterin,cross,Cosmic Cobalt,False,145097.0,418677.0,Mare,2022-08-21T11:39:20,267.0,267.0,300.0,0xdfd46f22584d63c4f5c7a1c03511dac79f49fb99
1509,522,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1510,1926,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1511,2298,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1512,3227,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1513,3388,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1514,4223,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1515,4932,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1516,9745,349037,Fascinating strategy,Z6,Nakamoto,exclusive,Azure,False,35538.0,131339.0,Filly,2022-03-09T20:36:30,284.0,284.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1517,523,155273,Sitdownjohn,Z24,Buterin,exclusive,Burlywood,False,55460.0,6087.0,Stallion,2021-11-27T05:45:46,153.0,153.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1518,525,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1519,543,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1520,1939,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1521,2427,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1522,2848,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1523,4578,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1524,5499,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1525,5918,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1526,7032,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1527,7135,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1528,9037,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1529,9155,482482,Prodigy Fire Ants,Z22,Buterin,cross,Dark Lava,False,388969.0,423380.0,Filly,2022-09-14T07:21:33,177.0,177.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1530,527,13967,Pineapple Pizza,Z5,Finney,genesis,Taupe,False,,,Mare,2021-04-03T03:25:40,532.0,537.0,700.0,0x5c36b71082ed64a6533b5dddcc387b5254e09a19
1531,528,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1532,3069,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1533,3871,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1534,4385,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1535,5269,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1536,6340,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1537,7368,10138,Princess Peach,Z6,Nakamoto,elite,China Pink,False,8849.0,8631.0,Mare,2020-11-27T20:00:26,165.0,165.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1538,529,13046,Dark Facade,Z2,Nakamoto,genesis,China Pink,False,,,Mare,2021-03-20T06:40:44,520.0,520.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1539,1928,13046,Dark Facade,Z2,Nakamoto,genesis,China Pink,False,,,Mare,2021-03-20T06:40:44,520.0,520.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1540,2367,13046,Dark Facade,Z2,Nakamoto,genesis,China Pink,False,,,Mare,2021-03-20T06:40:44,520.0,520.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1541,3259,13046,Dark Facade,Z2,Nakamoto,genesis,China Pink,False,,,Mare,2021-03-20T06:40:44,520.0,520.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1542,3487,13046,Dark Facade,Z2,Nakamoto,genesis,China Pink,False,,,Mare,2021-03-20T06:40:44,520.0,520.0,700.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1543,530,105393,AaveLend,Z37,Buterin,elite,Cosmic Latte,False,78429.0,80060.0,Filly,2021-09-16T16:58:20,59.0,60.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1544,1929,105393,AaveLend,Z37,Buterin,elite,Cosmic Latte,False,78429.0,80060.0,Filly,2021-09-16T16:58:20,59.0,60.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1545,2355,105393,AaveLend,Z37,Buterin,elite,Cosmic Latte,False,78429.0,80060.0,Filly,2021-09-16T16:58:20,59.0,60.0,300.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1546,532,489031,Axecutioner,Z15,Buterin,exclusive,Big Dip O’Ruby,False,391597.0,20025.0,Stallion,2022-09-28T10:27:01,464.0,465.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1547,863,489031,Axecutioner,Z15,Buterin,exclusive,Big Dip O’Ruby,False,391597.0,20025.0,Stallion,2022-09-28T10:27:01,464.0,465.0,500.0,0xcfb342225f5d4d6eea0bf1cbbe262704f04524c1
1548,533,187128,Purple Heiz,Z58,Buterin,cross,Amethyst,False,85539.0,85086.0,Colt,2022-01-14T01:27:47,21.0,21.0,200.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1549,534,514958,New times,Z16,Nakamoto,elite,Colombo Spice,False,507583.0,507936.0,Filly,2022-12-16T19:33:14,314.0,317.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1550,593,514958,New times,Z16,Nakamoto,elite,Colombo Spice,False,507583.0,507936.0,Filly,2022-12-16T19:33:14,314.0,317.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
1551,638,514958,New times,Z16,Nakamoto,elite,Colombo Spice,False,507583.0,507936.0,Filly,2022-12-16T19:33:14,314.0,317.0,400.0,0x96016d03cb47e289b777eaabcf3b34a04bc54ae8
